chrom	chromStart	chromEnd	name	title	trait	genes	orOrBeta	pValue	lincRNAsTranscripts_name	lincRNAsTranscripts_distance	lincRNAsTranscripts_feature	refGene_name	refGene_distance	refGene_feature
chr6	26500562	26500563	rs13194984	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	BTN1A1	NR	6E-8	TCONS_00011746	0	nc_exon	BTN1A1	-931	intergenic
chr6	27037079	27037080	rs13194491	Variants in TF and HFE explain approximately 40% of genetic variation in serum-transferrin levels.	Iron status biomarkers	HIST1H2BJ	NR	1E-8	TCONS_00012127	0	nc_intron	LINC00240	45326	intergenic
chr6	27143882	27143883	rs13194053	Common polygenic variation contributes to risk of schizophrenia and bipolar disorder.	Schizophrenia	MHC	1.22	1E-8	TCONS_00012127	106648	intergenic	MIR3143	28415	intergenic
chr6	27143882	27143883	rs13194053	Common variants on chromosome 6p22.1 are associated with schizophrenia.	Schizophrenia	SLC17A1, SLC17A3, BTN3A2, BTN2A2, BTN3A1, HIST1H2AG, HIST1H2BJ, PRSS16, POM121L2, ZNF184	1.28	1E-8	TCONS_00012127	106648	intergenic	MIR3143	28415	intergenic
chr6	27248930	27248931	rs6932590	Common variants conferring risk of schizophrenia.	Schizophrenia	MHC, PRSS16	1.16	1E-12	TCONS_00012127	211696	intergenic	PRSS16	24531	intergenic
chr6	27710164	27710165	rs17693963	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	Schizophrenia	MHC	1.24	3E-11	TCONS_00011759	-15109	intergenic	LOC100131289	-19357	intergenic
chr6	28227603	28227604	rs1635	Genome-wide association study identifies a susceptibility locus for schizophrenia in Han Chinese at 11p11.2.	Schizophrenia	NKAPL	1.28	7E-12	TCONS_l2_00024682	-53676	intergenic	NKAPL	0	cds
chr6	28322295	28322296	rs6903823	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	ZKSCAN3, ZNF323	.04	2E-10	TCONS_l2_00024683	34133	intergenic	ZKSCAN3	0	intron+utr5
chr6	28776116	28776117	rs4324798	A genome-wide association study of lung cancer identifies a region of chromosome 5p15 associated with risk for adenocarcinoma.	Lung adenocarcinoma	TRNAA-UGC	1.16	2E-8	TCONS_00012134	18819	intergenic	LOC401242	-51284	intergenic
chr6	28916251	28916252	rs4947339	Genome-wide meta-analyses identifies seven loci associated with platelet aggregation in response to agonists.	Platelet aggregation	TRIM27	NR	2E-6	TCONS_l2_00024132	-37265	intergenic	TRIM27	24483	intergenic
chr6	29084231	29084232	rs3129109	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	OR2J3	.03	2E-17	TCONS_00011281	-7754	intergenic	OR2J3	3628	intergenic
chr6	29355201	29355202	rs3094548	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function.	Pulmonary function	OR12D2	.03	1E-7	TCONS_00012136	-89280	intergenic	OR12D2	-9213	intergenic
chr6	29356330	29356331	rs9257809	Common variants at the MHC locus and at chromosome 16q24.1 predispose to Barrett's esophagus.	Barrett's esophagus	MHC, OR2D12, OR2D13	1.21	4E-9	TCONS_00012136	-88151	intergenic	OR12D2	-8084	intergenic
chr6	29434413	29434414	rs4713226	Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.	Immune reponse to smallpox (secreted IFN-alpha)	OR2H1	NR	2E-8	TCONS_00012136	-10068	intergenic	OR2H1	2314	intergenic
chr6	29611430	29611431	rs29232	Genome-wide association study reveals multiple nasopharyngeal carcinoma-associated loci within the HLA region at chromosome 6p21.3.	Nasopharyngeal carcinoma	GABBR1	1.67	9E-17	TCONS_l2_00024693	-63930	intergenic	GABBR1	10468	intergenic
chr6	29670260	29670261	rs3129055	Genome-wide association study reveals multiple nasopharyngeal carcinoma-associated loci within the HLA region at chromosome 6p21.3.	Nasopharyngeal carcinoma	HLA-F	1.51	7E-11	TCONS_l2_00024693	-5100	intergenic	HLA-F	-20855	intergenic
chr6	29702509	29702510	rs2523395	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	Prostate cancer (gene x gene interaction)	LOC285830	1.24	2E-6	TCONS_l2_00024694	13579	intergenic	HLA-F-AS1	0	nc_intron
chr6	29705658	29705659	rs2523393	Meta-analysis of genome scans and replication identify CD6, IRF8 and TNFRSF1A as new multiple sclerosis susceptibility loci.	Multiple sclerosis	HLA-B	1.28	1E-17	TCONS_l2_00025363	-12925	intergenic	HLA-F-AS1	0	nc_intron
chr6	29723160	29723161	rs9258260	A genome-wide scan of Ashkenazi Jewish Crohn's disease suggests novel susceptibility loci.	Crohn's disease	HLA-F, MOG, HLA-G, GABBR1, HLA-H, UBD, HLA-A	1.45	2E-10	TCONS_l2_00025363	4235	intergenic	IFITM4P	4235	intergenic
chr6	29789170	29789171	rs1610677	Pathway-driven gene stability selection of two rheumatoid arthritis GWAS identifies and validates new susceptibility genes in receptor mediated signalling pathways.	Rheumatoid arthritis	HLA-G	1.32	4E-15	TCONS_l2_00025363	70245	intergenic	HLA-G	-5584	intergenic
chr6	29828659	29828660	rs2523822	Susceptibility to amoxicillin-clavulanate-induced liver injury is influenced by multiple HLA class I and II alleles.	Drug-induced liver injury (amoxicillin-clavulanate)	HLA-A	2.30	2E-10	TCONS_l2_00025363	109734	intergenic	HLA-H	-26722	intergenic
chr6	29849618	29849619	rs2523809	A genome-wide association study of plasma total IgE concentrations in the Framingham Heart Study.	IgE levels	HLA-G	.06	4E-8	TCONS_l2_00025363	130693	intergenic	HLA-H	-5763	intergenic
chr6	29899676	29899677	rs2524005	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	Bipolar disorder and schizophrenia	MHC, other genes	1.32	5E-7	TCONS_l2_00025363	180751	intergenic	HCG4B	6248	intergenic
chr6	29906690	29906691	rs2860580	A genome-wide association study of nasopharyngeal carcinoma identifies three new susceptibility loci.	Nasopharyngeal carcinoma	HLA-A	1.72	5E-67	TCONS_l2_00025363	187765	intergenic	HLA-A	-3555	intergenic
chr6	29913297	29913298	rs1061235	HLA-A*3101 and carbamazepine-induced hypersensitivity reactions in Europeans.	Adverse response to carbamapezine	HLA-A*3101	9.12	1E-7	TCONS_l2_00025363	194372	intergenic	HLA-A	0	exon+utr3
chr6	29918098	29918099	rs2517713	Genome-wide association study reveals multiple nasopharyngeal carcinoma-associated loci within the HLA region at chromosome 6p21.3.	Nasopharyngeal carcinoma	HLA-A	1.88	4E-20	TCONS_l2_00025363	199173	intergenic	HLA-A	4437	intergenic
chr6	29920331	29920332	rs9260489	Genome-wide meta-analysis identifies novel multiple sclerosis susceptibility loci.	Multiple sclerosis	HLA-B	1.21	1E-11	TCONS_l2_00025363	201406	intergenic	HLA-A	6670	intergenic
chr6	29923837	29923838	rs2571391	A genome-wide association study of plasma total IgE concentrations in the Framingham Heart Study.	IgE levels	HLA-A	.06	1E-15	TCONS_l2_00025363	204912	intergenic	HLA-A	10176	intergenic
chr6	29935249	29935250	rs3893464	Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.	Graves' disease	MHC	1.53	2E-20	TCONS_l2_00025363	216324	intergenic	HCG9	-7641	intergenic
chr6	29941942	29941943	rs2523946	A genome-wide association study in Han Chinese identifies multiple susceptibility loci for IgA nephropathy.	IgA nephropathy	HLA-A	1.21	2E-11	TCONS_l2_00025363	223017	intergenic	HCG9	-948	intergenic
chr6	29943066	29943067	rs6904029	Variant of TYR and autoimmunity susceptibility loci in generalized vitiligo.	Vitiligo	HLA-A,HCG9	1.49	1E-21	TCONS_l2_00025363	224141	intergenic	HCG9	0	nc_exon
chr6	29970588	29970589	rs7758512	Common genetic variation and the control of HIV-1 in humans.	HIV-1 control	ZNRD1, RNF39, HLA-A	NR	2E-8	TCONS_l2_00025363	251663	intergenic	ZNRD1-AS1	0	nc_intron
chr6	29973924	29973925	rs4313034	Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.	Graves' disease	MHC	1.67	2E-15	TCONS_l2_00025363	254999	intergenic	HLA-J;ZNRD1-AS1	0;0	nc_intron;nc_intron
chr6	30017070	30017071	rs6917603	Genome-wide association study identifies multiple loci influencing human serum metabolite levels.	Lipid metabolism phenotypes	PPP1R11	.24	3E-29	TCONS_00012453	-242242	intergenic	ZNRD1-AS1	0	nc_intron
chr6	30025502	30025503	rs259919	Common genetic variation and the control of HIV-1 in humans.	HIV-1 control	C6orf12, ZNRD1	NR	3E-7	TCONS_00012453	-233810	intergenic	ZNRD1-AS1	0	nc_intron
chr6	30032521	30032522	rs8321	Genomewide association study of an AIDS-nonprogression cohort emphasizes the role played by HLA genes (ANRS Genomewide Association Study 02).	AIDS progression	ZNRD1, RNF39	NR	5E-7	TCONS_00012453	-226791	intergenic	ZNRD1	0	exon+utr3
chr6	30080368	30080369	rs34704616	Common genetic variation and performance on standardized cognitive tests.	Cognitive performance	XXbac-BPG250I8.13	NR	6E-6	TCONS_00012453	-178944	intergenic	TRIM31	0	cds
chr6	30093363	30093364	rs10947055	Hypertrophy-associated polymorphisms ascertained in a founder cohort applied to heart failure risk and mortality.	Cardiac hypertrophy	TRIM38	NR	2E-7	TCONS_00012453	-165949	intergenic	TRIM40	-11145	intergenic
chr6	30119889	30119890	rs9468692	Common genetic variation and the control of HIV-1 in humans.	HIV-1 control	TRIM10	NR	1E-6	TCONS_00012453	-139423	intergenic	TRIM10	0	exon+utr3
chr6	30165272	30165273	rs2523722	Genome-wide association study implicates HLA-C*01:02 as a risk factor at the major histocompatibility complex locus in schizophrenia.	Schizophrenia	MHC, TRIM26	1.25	1E-16	TCONS_00012453	-94040	intergenic	TRIM26	0	intron
chr6	30174130	30174131	rs2021722	Genome-wide association study identifies five new schizophrenia loci.	Schizophrenia	TRIM26	1.15	2E-12	TCONS_00012453	-85182	intergenic	TRIM26	0	intron+utr5
chr6	30537605	30537606	rs3132613	Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.	Graves' disease	MHC	1.43	1E-13	TCONS_00011774	49099	intergenic	ABCF1	-1563	intergenic
chr6	30736150	30736151	rs12526186	Genome-wide pharmacogenomic analysis of response to treatment with antipsychotics.	Response to antipsychotic treatment	Intergenic	9.00	3E-6	TCONS_00011480	-71151	intergenic	IER3	23823	intergenic
chr6	30782001	30782002	rs886424	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	Bipolar disorder and schizophrenia	MHC, other genes	1.37	9E-7	TCONS_00011480	-25300	intergenic	IER3	69674	intergenic
chr6	30795170	30795171	rs7772131	Genomic association analysis identifies multiple loci influencing antihypertensive response to an angiotensin II receptor blocker.	Response to angiotensin II receptor blocker therapy	C6orf214	6.73	3E-6	TCONS_00011480	-12131	intergenic	DDR1	-56689	intergenic
chr6	30848252	30848253	rs7756521	Common genetic variation and the control of HIV-1 in humans.	HIV-1 control	DDR1, VARS2, DPCR1	NR	1E-6	TCONS_l2_00025370	4557	intergenic	DDR1	-3607	intergenic
chr6	30876151	30876152	rs1052693	Genome-wide association study for serum complement C3 and C4 levels in healthy Chinese subjects.	Complement C3 and C4 levels	HLA-A	.10	3E-48	TCONS_l2_00025370	32456	intergenic	GTF2H4	0	exon+utr5
chr6	31002615	31002616	rs4248154	Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.	Graves' disease	MHC	1.38	1E-13	TCONS_00011286	130	intergenic	MUC22	0	cds
chr6	31006854	31006855	rs2844665	Genome-wide association study of Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis in Europe.	Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	C6orf205	1.54	3E-7	TCONS_00011286	4369	intergenic	MUC22	3675	intergenic
chr6	31018406	31018407	rs2517532	Novel associations for hypothyroidism include known autoimmune risk loci.	Hypothyroidism	LOC729792, HCG22, C6orf15, HLA-C, HLA-B, DHFRP2, HCP5	1.16	1E-8	TCONS_00011115	-3576	intergenic	HCG22	-2819	intergenic
chr6	31024807	31024808	rs9262632	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	Intergenic	3.10	1E-8	TCONS_00011115	0	nc_exon	HCG22	0	nc_intron
chr6	31058177	31058178	rs4947296	Identification of a susceptibility locus in STAT4 for Beh&#x000e7;et's disease in Han Chinese in a genome-wide association study.	Behcet's disease	HCG22	2.57	1E-11	TCONS_00011115	30524	intergenic	C6orf15	-20821	intergenic
chr6	31058177	31058178	rs4947296	A genome-wide association study identifies two new risk loci for Graves' disease.	Graves' disease	MUC21, C6orf15	1.77	4E-51	TCONS_00011115	30524	intergenic	C6orf15	-20821	intergenic
chr6	31058339	31058340	rs3130544	Risk for myasthenia gravis maps to a (151) Pro&#x02192;Ala change in TNIP1 and to human leukocyte antigen-B*08.	Myasthenia gravis	NR	5.64	2E-90	TCONS_00011115	30686	intergenic	C6orf15	-20659	intergenic
chr6	31074029	31074030	rs6457327	Genome-wide association study of follicular lymphoma identifies a risk locus at 6p21.32.	Follicular lymphoma	C6orf15	1.47	7E-6	TCONS_00011115	46376	intergenic	C6orf15	-4969	intergenic
chr6	31074029	31074030	rs6457327	Genetic variants at 6p21.33 are associated with susceptibility to follicular lymphoma.	Follicular lymphoma	STG, PSORS1	1.69	5E-11	TCONS_00011115	46376	intergenic	C6orf15	-4969	intergenic
chr6	31093586	31093587	rs3815087	Genome-wide association study of Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis in Europe.	Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	PSORS1C1	1.53	3E-7	TCONS_00012690	-45798	intergenic	PSORS1C1	0	exon+utr5
chr6	31093586	31093587	rs3815087	Common genetic variation and the control of HIV-1 in humans.	HIV-1 control	CDSN	NR	8E-8	TCONS_00012690	-45798	intergenic	PSORS1C1	0	exon+utr5
chr6	31097300	31097301	rs3130559	Genome-Wide Association Analysis of Blood Biomarkers in Chronic Obstructive Pulmonary Disease.	Chronic obstructive pulmonary disease-related biomarkers	PSORS1C1	NR	8E-9	TCONS_00012690	-42084	intergenic	PSORS1C1	0	intron+utr5
chr6	31099576	31099577	rs4959053	Identification of a susceptibility locus in STAT4 for Beh&#x000e7;et's disease in Han Chinese in a genome-wide association study.	Behcet's disease	PSORS1C1	4.38	2E-20	TCONS_00012690	-39808	intergenic	PSORS1C1	0	intron
chr6	31106267	31106268	rs3130573	Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.	Systemic sclerosis	PSORS1C1	1.25	6E-10	TCONS_00012690	-33117	intergenic	PSORS1C1;PSORS1C2	0;0	intron;intron
chr6	31107186	31107187	rs1265093	Genome-Wide Association Analysis of Blood Biomarkers in Chronic Obstructive Pulmonary Disease.	Chronic obstructive pulmonary disease-related biomarkers	PSORS1C1, CCHCR1	NR	6E-9	TCONS_00012690	-32198	intergenic	PSORS1C1	0	intron
chr6	31111355	31111356	rs9263739	A genome-wide association study identifies three new susceptibility loci for ulcerative colitis in the Japanese population.	Ulcerative colitis	HLA	2.73	4E-67	TCONS_00012690	-28029	intergenic	CCHCR1	0	intron
chr6	31118018	31118019	rs1265112	Genome-wide association study identifies variations in 6p21.3 associated with nevirapine-induced rash.	Nevirapine-induced rash	CCHCR1	4.36	1E-8	TCONS_00012690	-21366	intergenic	CCHCR1	0	intron
chr6	31118510	31118511	rs130067	Seven prostate cancer susceptibility loci identified by a multi-stage genome-wide association study.	Prostate cancer	CCHCR1	1.05	3E-8	TCONS_00012690	-20874	intergenic	CCHCR1	0	cds
chr6	31136452	31136453	rs3130501	Genome-wide association study of Stevens-Johnson Syndrome and Toxic Epidermal Necrolysis in Europe.	Stevens-Johnson syndrome and toxic epidermal necrolysis (SJS-TEN)	POU5F1	1.74	2E-8	TCONS_00012690	-2932	intergenic	POU5F1	0	intron
chr6	31139451	31139452	rs879882	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	MICA	NR	2E-7	TCONS_00012690	0	nc_exon	POU5F1	1000	intergenic
chr6	31143581	31143582	rs3131018	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	PSORS1C3	2.10	4E-16	TCONS_00012690;TCONS_00011135	0;0	nc_exon;nc_intron	PSORS1C3	0	nc_intron
chr6	31155784	31155785	rs1265181	Psoriasis genome-wide association study identifies susceptibility variants within LCE gene cluster at 1q21.	Psoriasis	MHC	22.62	NS	TCONS_00012691	1535	intergenic	HCG27	-9751	intergenic
chr6	31168028	31168029	rs6903896	Web-based, participant-driven studies yield novel genetic associations for common traits.	Common traits (Other)	NR	NR	6E-7	TCONS_00011116;TCONS_00011287;TCONS_00011481;TCONS_00011775	0;0;0;0	nc_intron;nc_intron;nc_exon;nc_exon	HCG27	0	nc_intron
chr6	31184195	31184196	rs3869109	A genome-wide association study for coronary artery disease identifies a novel susceptibility locus in the major histocompatibility complex.	Coronary heart disease	HCG27, HLA-C	1.14	1E-9	TCONS_00011776	0	nc_intron	HCG27	12450	intergenic
