chrom	chromStart	chromEnd	name	trait	genes	orOrBeta	pValue
chr3	112681584	112681585	rs1488193	Economic and political preferences	CD200R1	.23	6E-6
chr3	112822321	112822322	rs9811423	Alzheimer's disease	RP11-572M11.4	1.28	4E-6
chr3	113680950	113680951	rs1386478	Crohn's disease and psoriasis	ZDHHC23	1.12	7E-6
chr3	114362763	114362764	rs9841504	Gastric cancer	ZBTB20	1.32	2E-9
chr3	117307566	117307567	rs1875517	Waist circumference	Intergenic	NR	2E-6
chr3	117574821	117574822	rs6438424	Menarche (age at onset)	Intergenic	2.70	1E-13
chr3	118745935	118745936	rs2160050	Response to amphetamines	IGSF11	NR	9E-6
chr3	119118795	119118796	rs11712165	Celiac disease	CD80, KTELC1	1.13	8E-9
chr3	119219933	119219934	rs2293370	Primary biliary cirrhosis	CD80	1.48	3E-9
chr3	119219933	119219934	rs2293370	Multiple sclerosis	C3orf1, TMEM39A	1.13	3E-9
chr3	119219933	119219934	rs2293370	Primary biliary cirrhosis	CD80	1.35	3E-11
chr3	119227246	119227247	rs4688011	Arthritis (juvenile idiopathic)	C3orf1	1.23	1E-7
chr3	119288413	119288414	rs59374417	Vitiligo	CD80	1.34	4E-10
chr3	120017479	120017480	rs796825	HIV-1 susceptibility	LRRC58	.00	8E-6
chr3	120043835	120043836	rs10511400	Economic and political preferences (feminism/equality)	LRRC58	.16	8E-6
chr3	121344139	121344140	rs3772130	Cognitive performance	FBXO40	NR	6E-6
chr3	121660663	121660664	rs4285028	Multiple sclerosis	SLC15A2, CD86	1.10	2E-8
chr3	121769521	121769522	rs2681424	Multiple sclerosis	ILDR1, CD86	1.16	2E-7
chr3	121793186	121793187	rs4308217	Multiple sclerosis	CD86	1.10	6E-8
chr3	121796767	121796768	rs9282641	Multiple sclerosis	CD86	1.21	1E-11
chr3	121993246	121993247	rs17251221	Calcium levels	CASR,CSTA,WDR5B,KPNA1,C3orf28,CCDC58	.06	2E-22
chr3	122003756	122003757	rs1801725	Calcium levels	CASR	.00	6E-37
chr3	122048643	122048644	rs17265703	Phosphorus levels	CASR,CCDC58	.04	4E-9
chr3	122329159	122329160	rs2173763	Major depressive disorder	PARP9,DTX3L,PARP15	NR	6E-6
chr3	122368346	122368347	rs2650951	QT interval	Intergenic	.29	1E-6
chr3	122380922	122380923	rs790116	Response to angiotensin II receptor blocker therapy (opposite direction w/ diuretic therapy)	EIF4BP8	NR	2E-7
chr3	122388992	122388993	rs790123	Response to angiotensin II receptor blocker therapy	EIF4BP8	1.07	6E-6
chr3	122730909	122730910	rs9868873	Esophageal cancer	SEMA5B	1.19	1E-7
chr3	122839875	122839876	rs3792366	Platelet counts	PDIA5	2.15	4E-9
chr3	123065777	123065778	rs11708067	Type 2 diabetes	ADCY5	1.25	6E-8
chr3	123065777	123065778	rs11708067	Fasting glucose-related traits (interaction with BMI)	ADCY5	NR	3E-10
chr3	123065777	123065778	rs11708067	Fasting glucose-related traits	ADCY5	NR	7E-22
chr3	123065777	123065778	rs11708067	Fasting glucose-related traits	ADCY5	NR	3E-12
chr3	123094450	123094451	rs2877716	Two-hour glucose challenge	ADCY5	.09	7E-16
chr3	123096819	123096820	rs9883204	Birth weight	ADCY5	.06	7E-15
chr3	124340221	124340222	rs10512627	Mean platelet volume	KALRN	.01	5E-10
chr3	126961147	126961148	rs13075436	Response to angiotensin II receptor blocker therapy	AC112482.3	1.30	6E-6
chr3	126993098	126993099	rs9871760	MRI atrophy measures	PLXNA1	.01	4E-6
chr3	127895225	127895226	rs2687729	Menarche (age at onset)	EEFSEC	2.30	1E-7
chr3	128038372	128038373	rs10934853	Prostate cancer	Intergenic	1.12	3E-10
chr3	128260549	128260550	rs4857855	Eosinophil counts	GATA2	9.40	9E-17
chr3	128316434	128316435	rs4328821	White blood cell types	GATA2	.16	5E-40
chr3	128316434	128316435	rs4328821	White blood cell types	GATA2	.10	3E-17
chr3	128652552	128652553	rs9810890	Dental caries	ACAD9	NR	6E-6
chr3	129050755	129050756	rs6439167	Height	C3orf47	.03	9E-15
chr3	129971100	129971101	rs9813712	Response to amphetamines	Intergenic	NR	2E-6
chr3	131713565	131713566	rs1320900	Amyotrophic lateral sclerosis	CPNE4	1.19	7E-6
chr3	131813899	131813900	rs6775745	Neutrophil count	CPNE4	NR	2E-7
chr3	132610751	132610752	rs6439371	Menarche (age at onset)	TMEM108, NPHP3	2.30	1E-8
chr3	132693587	132693588	rs2369955	Alcoholism (heaviness of drinking)	Intergenic	.14	2E-6
chr3	132727902	132727903	rs7617456	IgE grass sensitization	TMEM108	1.18	3E-6
chr3	133399701	133399702	rs2718812	Iron status biomarkers	TOPBP1	NR	1E-6
chr3	133410660	133410661	rs1867504	Iron status biomarkers	TF	NR	2E-6
chr3	133475721	133475722	rs1799852	Iron status biomarkers	TF	.43	5E-6
chr3	133475811	133475812	rs1799899	Alcohol consumption	TF	.40	1E-9
chr3	133484028	133484029	rs3811647	Hepcidin levels	TF	.34	2E-16
chr3	133484028	133484029	rs3811647	Alcohol consumption	TF	.36	1E-35
chr3	133484028	133484029	rs3811647	Iron levels	TF	15.34	3E-47
chr3	133484028	133484029	rs3811647	Iron status biomarkers	TF	.46	3E-15
chr3	133494353	133494354	rs1049296	Alcohol consumption	TF	.29	5E-43
chr3	133508463	133508464	rs1830084	Iron status biomarkers	TF	.43	1E-9
chr3	133537066	133537067	rs1534166	Alcohol consumption	SRPRB	.29	2E-17
chr3	133589323	133589324	rs9835973	Immune reponse to smallpox (secreted IL-1beta)	RAB6B	NR	7E-8
chr3	134233091	134233092	rs10935120	Height	ANAPC13,CEP63	.06	7E-8
chr3	135225248	135225249	rs11712655	Visceral adipose tissue/subcutaneous adipose tissue ratio	EPHB1	NR	1E-6
chr3	135235357	135235358	rs1502172	Visceral adipose tissue adjusted for BMI	EPHB1	NR	3E-6
chr3	135587810	135587811	rs1401543	Anticoagulant levels	PPP2R3A	NR	8E-6
chr3	135926621	135926622	rs645040	Triglycerides	MSL2L1	2.22	3E-8
chr3	135950920	135950921	rs511154	Fibrinogen	PCCB	.05	6E-10
chr3	135974215	135974216	rs9844666	Height	PCCB	.02	4E-9
chr3	137108481	137108482	rs1382269	Metabolite levels	Intergenic	NR	5E-7
chr3	137447484	137447485	rs10935268	Acenocoumarol maintenance dosage	CNTN4	NR	8E-7
chr3	138025395	138025396	rs9846480	MRI atrophy measures	TXNDC6	.01	8E-6
chr3	138119951	138119952	rs2306374	Coronary heart disease	MRAS	1.12	3E-8
chr3	138122121	138122122	rs9818870	Coronary heart disease	MRAS	1.15	7E-13
chr3	138713703	138713704	rs1511412	Keloid	LOC389151, FOXL2	1.87	2E-13
chr3	138903984	138903985	rs7638110	Obesity and blood pressure	MRPS22	NR	5E-8
chr3	138903984	138903985	rs7638110	Obesity and blood pressure	MRPS22	NR	2E-6
chr3	139043235	139043236	rs4894410	Kawasaki disease	COPB2	2.09	8E-6
chr3	139606793	139606794	rs2554152	Visceral adipose tissue adjusted for BMI	CLSTN2	NR	7E-6
chr3	140175359	140175360	rs11708189	Sudden cardiac arrest	CLSTN2	1.12	2E-6
chr3	140247176	140247177	rs4683505	Myopia (pathological)	CLSTN2	NR	4E-7
chr3	140540717	140540718	rs908821	Multiple sclerosis	SLC25A36	1.37	3E-6
chr3	140799212	140799213	rs16851055	Stroke (ischemic)	SPSB4	1.12	6E-7
chr3	140979410	140979411	rs16851254	Cognitive performance	ACPL2	NR	8E-6
chr3	141078187	141078188	rs9857275	Prion diseases	ZBTB38, RASA2	1.28	2E-6
chr3	141094208	141094209	rs6440003	Height	ZBTB38	.07	2E-10
chr3	141094208	141094209	rs6440003	Height	ZBTB38	.07	2E-24
chr3	141102832	141102833	rs6763931	Prostate cancer	ZBTB38	1.04	2E-8
chr3	141102832	141102833	rs6763931	Height	ZBTB38	.07	3E-12
chr3	141102832	141102833	rs6763931	Height	ZBTB38	7.40	1E-27
chr3	141105569	141105570	rs724016	Height	ZBTB38	.07	3E-86
chr3	141105569	141105570	rs724016	Height	ZBTB38	.37	8E-22
chr3	141105569	141105570	rs724016	Height	ZBTB38	.61	1E-6
chr3	141137034	141137035	rs9825379	Height	ZBTB38	.07	6E-9
chr3	141143429	141143430	rs10513137	Height	ZBTB38, ACPL2	.49	8E-8
chr3	141143429	141143430	rs10513137	Height	ZBTB38	.46	6E-12
chr3	141463297	141463298	rs16851720	Hepatitis C induced liver fibrosis	RNF7	NR	9E-9
chr3	141807136	141807137	rs347685	Chronic kidney disease	TFDP2	1.09	3E-11
chr3	142430999	142431000	rs3773506	Type 2 diabetes	PLS1	1.81	9E-6
chr3	142649109	142649110	rs9832727	Phospholipid levels (plasma)	PAQR9	.00	6E-29
chr3	142894410	142894411	rs894177	Non-alcoholic fatty liver disease histology (other)	Intergenic	.28	3E-6
chr3	142982898	142982899	rs9810857	Attention deficit hyperactivity disorder	SLC9A9	1.41	6E-6
chr3	143056466	143056467	rs7632299	Non-alcoholic fatty liver disease histology (lobular)	Intergenic	.45	4E-6
chr3	143250069	143250070	rs1371924	Tonometry	SLC9A9	NR	4E-6
chr3	143424821	143424822	rs2800	Non-alcoholic fatty liver disease histology (other)	SLC9A9	.61	3E-6
chr3	143504532	143504533	rs2166775	Response to angiotensin II receptor blocker therapy	SLC9A9	.99	3E-6
chr3	143772246	143772247	rs13068298	Economic and political preferences (feminism/equality)	Intergenic	.10	8E-6
chr3	143778707	143778708	rs16854884	Economic and political preferences (feminism/equality)	Intergenic	.10	7E-6
chr3	143902026	143902027	rs4839680	Myopia (pathological)	Intergenic	NR	1E-15
chr3	144340204	144340205	rs800082	Smoking behavior	Intergenic	.12	3E-6
chr3	145173787	145173788	rs345013	Prostate cancer	Intergenic	NR	5E-6
chr3	146402170	146402171	rs1912785	Barrett's esophagus	NR	.15	8E-6
chr3	146632163	146632164	rs12629805	Subcutaneous adipose tissue	PLSCR5	NR	3E-6
chr3	147756685	147756686	rs1841770	Multiple sclerosis	ZIC1	1.34	8E-6
chr3	148977313	148977314	rs7617219	Subcutaneous adipose tissue	CP	NR	1E-6
chr3	150042617	150042618	rs4301033	Adiponectin levels	TSC22D2	.04	6E-7
chr3	150467807	150467808	rs6788895	Breast cancer	SIAH2	1.22	9E-8
chr3	151579872	151579873	rs6798928	Immunoglobulin A	AADAC, SUCNR1	1.35	3E-6
chr3	151830308	151830309	rs11712066	Infantile hypertrophic pyloric stenosis	MBNL1	1.61	2E-17
chr3	152535364	152535365	rs10513432	Immune reponse to smallpox (secreted IL-2)	P2RY1	NR	4E-7
chr3	152672778	152672779	rs6785504	Response to antineoplastic agents	Intergenic	2.11	7E-6
chr3	152721974	152721975	rs9883654	Response to antineoplastic agents	Intergenic	2.20	2E-6
chr3	153184655	153184656	rs6778194	Immune reponse to smallpox (secreted IFN-alpha)	LOC152118	NR	2E-9
chr3	153472162	153472163	rs573872	Infantile hypertrophic pyloric stenosis	Intergenic	1.41	4E-12
chr3	156102733	156102734	rs3772255	Aging traits	KCNAB1	NR	8E-6
chr3	156397748	156397749	rs2665390	Ovarian cancer	TIPARP	1.19	3E-7
chr3	156626090	156626091	rs12638253	Multiple sclerosis (severity)	FLJ16641	NR	2E-6
chr3	156798774	156798775	rs900400	Birth weight	CCNL1, LEKR1	.09	2E-35
chr3	156836905	156836906	rs7624327	Eating disorders	CCNL1, LEKR1	1.13	3E-6
chr3	156854741	156854742	rs13064954	Diabetic retinopathy	LEKR1, CCNL1	1.02	7E-7
chr3	156950578	156950579	rs9866141	Diabetic retinopathy	KRT18P34, VEPH1	1.02	9E-7
chr3	159259290	159259291	rs2222328	Quantitative traits	SCHIP1	.22	8E-7
chr3	159665049	159665050	rs17810546	Celiac disease	IL12A	1.36	4E-28
chr3	159665049	159665050	rs17810546	Celiac disease	IL12A, SCHIP1	1.35	1E-9
chr3	159698944	159698945	rs4680534	Multiple sclerosis	IL12A	1.12	6E-6
chr3	159709650	159709651	rs2243123	Multiple sclerosis	IL12A	1.08	7E-6
chr3	159728877	159728878	rs6441286	Primary biliary cirrhosis	IL12A	1.44	8E-12
chr3	159728877	159728878	rs6441286	Primary biliary cirrhosis	IL12A	1.54	2E-14
chr3	159745862	159745863	rs485499	Primary biliary cirrhosis	IL12A	1.38	2E-16
chr3	160340895	160340896	rs4679904	Primary biliary cirrhosis	ARF7	1.38	1E-6
chr3	160776963	160776964	rs9290065	Kawasaki disease	PPM1L	2.12	9E-6
chr3	161392575	161392576	rs6808138	Hyperactive-impulsive symptoms	Intergenic	NR	8E-6
chr3	161392575	161392576	rs6808138	Hyperactive-impulsive symptoms	Intergenic	NR	5E-6
chr3	162131407	162131408	rs12636148	Visceral adipose tissue/subcutaneous adipose tissue ratio	LOC131149	NR	5E-6
chr3	162161615	162161616	rs11924705	Coronary heart disease	Intergenic	NR	4E-14
chr3	162167395	162167396	rs6789378	Coronary heart disease	Intergenic	NR	4E-14
chr3	162681994	162681995	rs1425609	Aging (time to death)	OTOL1	.08	1E-6
chr3	162834300	162834301	rs9824150	Capecitabine sensitivity	Intergenic	NR	7E-6
chr3	163761963	163761964	rs7427021	Bipolar disorder	NR	1.16	5E-6
chr3	165125158	165125159	rs9878522	Response to amphetamines	Intergenic	NR	6E-6
chr3	165280208	165280209	rs1523288	Heart failure	BCHE	1.15	6E-6
chr3	165491279	165491280	rs1803274	Cardiovascular disease risk factors	BCHE	.37	6E-92
chr3	165491279	165491280	rs1803274	Butyrylcholinesterase levels	BCHE	.71	6E-262
chr3	167348837	167348838	rs7627289	Visceral fat	WDR49	NR	2E-6
chr3	167837747	167837748	rs4345115	Height	GOLIM4, SERPINI1	4.40	7E-6
chr3	168686675	168686676	rs16852912	Aging (time to event)	MECOM	1.18	3E-6
chr3	169080184	169080185	rs9883650	Immune reponse to smallpox (secreted IL-1beta)	MDS1	NR	4E-7
chr3	169082632	169082633	rs6774494	Nasopharyngeal carcinoma	MDS1,EVI1	1.19	1E-8
chr3	169100885	169100886	rs419076	Systolic blood pressure	MECOM	.41	2E-13
chr3	169100885	169100886	rs419076	Diastolic blood pressure	MECOM	.24	2E-12
chr3	169100885	169100886	rs419076	Blood pressure	MECOM	.34	8E-13
chr3	169100898	169100899	rs448378	Magnesium levels	MDS1	.00	1E-8
chr3	169100898	169100899	rs448378	Systolic blood pressure	MDS1	.51	1E-7
chr3	169150631	169150632	rs16853722	Renal function-related traits (BUN)	MECOM	.01	3E-14
chr3	169165887	169165888	rs1918974	Diastolic blood pressure	MDS1	.27	8E-8
chr3	169300218	169300219	rs1344555	Pulmonary function	MECOM	.03	3E-8
chr3	169481270	169481271	rs12696304	Telomere length	TERC	.03	2E-14
chr3	169481270	169481271	rs12696304	Telomere length	TERC	.11	4E-14
chr3	169492100	169492101	rs10936599	Multiple sclerosis	MYNN	1.10	7E-7
chr3	169492100	169492101	rs10936599	Colorectal cancer	MYNN	1.04	3E-8
chr3	169492100	169492101	rs10936599	Celiac disease	Intergenic	1.12	5E-7
chr3	169497584	169497585	rs1317082	Telomere length	TERC	.07	1E-8
chr3	170130101	170130102	rs10936632	Prostate cancer	CLDN11, SKIL	1.11	7E-22
chr3	170163473	170163474	rs6444931	Bipolar disorder and schizophrenia	TMEM212	1.34	6E-7
chr3	170494408	170494409	rs4955755	Menopause (age at onset)	NR	.34	7E-7
chr3	170717520	170717521	rs11920090	Fasting glucose-related traits (interaction with BMI)	SLC2A2	NR	8E-11
chr3	170717520	170717521	rs11920090	Fasting glucose-related traits	SLC2A2	NR	8E-13
chr3	170717520	170717521	rs11920090	Fasting glucose-related traits	SLC2A2	NR	5E-6
chr3	170725541	170725542	rs10513686	Liver enzyme levels (gamma-glutamyl transferase)	SLC2A2	4.90	6E-11
chr3	170834558	170834559	rs11920719	Coronary heart disease	TNIK	.10	4E-6
chr3	170971290	170971291	rs2088885	Brain imaging in schizophrenia (interaction)	TNIK	NR	6E-6
chr3	171558343	171558344	rs6794092	Body mass index	PP13439, TMEM212	.17	2E-6
chr3	171653902	171653903	rs3913363	Response to angiotensin II receptor blocker therapy	TMEM212	1.30	4E-7
chr3	171969076	171969077	rs7652177	Height	GHSR	NR	7E-11
chr3	172165726	172165727	rs572169	Height	GHSR	.03	3E-18
chr3	172843276	172843277	rs11720607	Prostate cancer (gene x gene interaction)	SPATA16	1.37	5E-6
chr3	174029044	174029045	rs13074924	Major depressive disorder	NLGN1	1.18	9E-6
chr3	174893774	174893775	rs17531088	Kawasaki disease	NAALADL2	1.43	1E-6
chr3	174961386	174961387	rs1463525	Systemic lupus erythematosus	NAALADL2	1.37	8E-6
chr3	175647164	175647165	rs6772209	Esophageal cancer	TBL1XR1	1.49	3E-7
chr3	176030095	176030096	rs6799767	Eosinophilic esophagitis (pediatric)	NR	1.49	4E-7
chr3	176422651	176422652	rs1490075	Response to amphetamines	Intergenic	NR	2E-6
chr3	177095071	177095072	rs12629106	Systemic lupus erythematosus	Intergenic	1.56	4E-6
chr3	177291696	177291697	rs644695	Major depressive disorder (broad)	NR	1.35	5E-6
chr3	177596988	177596989	rs7612209	Cognitive performance	AC007953.21	NR	4E-6
chr3	177766463	177766464	rs7634528	Myopia (pathological)	Intergenic	NR	1E-6
chr3	177793106	177793107	rs1982821	Uric acid levels	AC007953.1	.17	4E-6
chr3	178341581	178341582	rs2054399	Bipolar disorder and schizophrenia	KCNMB2	1.22	1E-6
chr3	178429938	178429939	rs9290663	Acute lymphoblastic leukemia (childhood)	KCNMB2	1.58	6E-6
chr3	179661317	179661318	rs7630877	Type 2 diabetes	PEX5L	1.32	7E-6
chr3	180550701	180550702	rs6782299	Schizophrenia	FXR1	1.10	1E-7
chr3	180551213	180551214	rs1879248	Schizophrenia	NR	1.07	7E-6
chr3	182760072	182760073	rs10513789	Parkinson's disease	MCCC1, LAMP3	1.25	3E-10
chr3	182821274	182821275	rs11711441	Parkinson's disease	MCCC1, LAMP3	1.19	8E-12
chr3	182869817	182869818	rs683395	Bipolar disorder	NR	1.47	5E-6
chr3	182870435	182870436	rs514636	Bipolar disorder	NR	NR	7E-7
chr3	183876511	183876512	rs1969253	Major depressive disorder	HTR3D,HTR3C,HTR3E,EIF2B5,DVL3,AP2M1,ABCF3,VWA5B2,MIR1224,ALG3,ECE2,CAMK2N2	NR	5E-6
chr3	184010047	184010048	rs3914188	Menarche (age at onset)	ECE2	2.20	3E-7
chr3	184090265	184090266	rs6141	Platelet counts	THPO	2.47	6E-8
chr3	184216129	184216130	rs3930234	Alcoholism (alcohol use disorder factor score)	Intergenic	.10	8E-6
chr3	184514612	184514613	rs4686760	vWF and FVIII levels	VPS8	.15	1E-6
chr3	184876782	184876783	rs7647854	Major depressive disorder	C3orf70,EHHADH	1.19	5E-6
chr3	184945848	184945849	rs7374394	Cognitive performance	EHHADH	NR	2E-6
chr3	185141856	185141857	rs7629245	Airflow obstruction	MAP3K13	1.22	9E-6
chr3	185511686	185511687	rs4402960	Type 2 diabetes	IG2BP2	1.15	3E-9
chr3	185511686	185511687	rs4402960	Type 2 diabetes	IGF2BP2	1.14	1E-6
chr3	185511686	185511687	rs4402960	Type 2 diabetes	IGF2BP2	1.17	8E-8
chr3	185511686	185511687	rs4402960	Type 2 diabetes	IGF2BP2	1.14	9E-16
chr3	185511686	185511687	rs4402960	Type 2 diabetes	IGF2BP2	1.14	9E-16
chr3	185511686	185511687	rs4402960	Type 2 diabetes	IGF2BP2	1.17	2E-9
chr3	185529079	185529080	rs1470579	Fasting glucose-related traits (interaction with BMI)	IGF2BP2	NR	6E-7
chr3	185529079	185529080	rs1470579	Diabetes (gestational)	IGF2BP2	1.33	2E-7
chr3	185529079	185529080	rs1470579	Type 2 diabetes	IGF2BP2	1.14	2E-9
chr3	185530289	185530290	rs6769511	Type 2 diabetes	IGF2BP2	1.23	1E-9
chr3	185531660	185531661	rs1374910	Type 2 diabetes	IGF2BP2	1.24	1E-7
chr3	185548682	185548683	rs720390	Height	IGF2BP2	.03	2E-14
chr3	185621828	185621829	rs6444087	Smoking behavior	Intergenic	1.28	9E-6
chr3	185629567	185629568	rs2002675	Menarche (age at onset)	TRA2B, ETV5	2.20	1E-9
chr3	185686740	185686741	rs10049246	Attention deficit hyperactivity disorder symptoms (interaction)	Intergenic	.60	8E-6
chr3	185834289	185834290	rs7647305	Weight	SFRS10, ETV5, DGKG	4.00	4E-9
chr3	185834289	185834290	rs7647305	Body mass index	SFRS10, ETV5, DGKG	4.42	7E-11
chr3	185834498	185834499	rs9816226	Body mass index	ETV5	.14	2E-18
chr3	186390626	186390627	rs9898	Activated partial thromboplastin time	AHSG, FETUB, HRG	1.00	1E-111
chr3	186390626	186390627	rs9898	Activated partial thromboplastin time	HRG	.26	1E-11
chr3	186433098	186433099	rs11924390	Adiponectin levels	KNG1	.06	2E-9
chr3	186459926	186459927	rs710446	Activated partial thromboplastin time	KNG1, RFC4, ADIPOQ	1.18	2E-203
chr3	186459926	186459927	rs710446	Activated partial thromboplastin time	KNG1	.36	1E-21
chr3	186466251	186466252	rs1656966	Myopia (pathological)	Intergenic	NR	4E-21
chr3	186480205	186480206	rs822354	Adiponectin levels	ADIPOQ	NR	4E-8
chr3	186530483	186530484	rs266717	Adiponectin levels	ADIPOQ	1.07	9E-19
chr3	186548564	186548565	rs6810075	Adiponectin levels	ADIPOQ	.06	2E-42
chr3	186551710	186551711	rs1648707	Adiponectin levels	ADIPOQ	.94	3E-12
chr3	186554291	186554292	rs864265	Adiponectin levels	ADIPOQ	.13	1E-19
chr3	186560781	186560782	rs182052	Adiponectin levels	ADIPOQ	.06	5E-44
chr3	186570452	186570453	rs17366568	Adiponectin levels	ADIPOQ	.13	1E-41
chr3	186573704	186573705	rs6773957	Adiponectin levels	ADIPOQ	NR	5E-8
chr3	186650789	186650790	rs10937275	Drug-induced liver injury (flucloxacillin)	ST6GAL1	4.10	1E-8
chr3	186666460	186666461	rs16861329	Type 2 diabetes	ST6GAL1	1.09	3E-8
chr3	186793241	186793242	rs2239612	Esophageal cancer (squamous cell)	ST6GAL1	1.21	6E-14
chr3	187413990	187413991	rs6764050	Response to citalopram treatment	RPT2	NR	9E-7
chr3	187687889	187687890	rs16862782	Myopia (pathological)	Intergenic	NR	5E-7
chr3	187713717	187713718	rs10937329	Renal function-related traits (BUN)	BCL6, LPP	.01	9E-30
chr3	187717539	187717540	rs4686914	Metabolite levels	Intergenic	.02	3E-21
chr3	187763397	187763398	rs6789987	Visceral adipose tissue/subcutaneous adipose tissue ratio	LPP	NR	3E-6
chr3	187763397	187763398	rs6789987	Visceral adipose tissue adjusted for BMI	LPP	NR	9E-6
chr3	188087627	188087628	rs9851967	Vitiligo	LPP	1.14	9E-8
chr3	188112553	188112554	rs1464510	Vitiligo	LPP	1.31	1E-11
chr3	188112553	188112554	rs1464510	Celiac disease	LPP	1.29	3E-40
chr3	188112553	188112554	rs1464510	Celiac disease	LPP	1.23	5E-9
chr3	188420896	188420897	rs1152846	Weight	NR	1.70	6E-6
chr3	188420896	188420897	rs1152846	Body mass index	NR	.09	3E-6
chr3	188442479	188442480	rs9290877	IgE levels	LPP	.04	2E-6
chr3	188584678	188584679	rs13067593	Immune reponse to smallpox (secreted IFN-alpha)	LPP	NR	8E-8
chr3	189343423	189343424	rs7610017	Brain imaging	TP63	NR	NS
chr3	189356260	189356261	rs4488809	Lung cancer	TP63	1.19	4E-9
chr3	189356260	189356261	rs4488809	Lung cancer	TP63	1.26	7E-26
chr3	189383182	189383183	rs10937405	Lung adenocarcinoma	TP63	1.25	7E-17
chr3	189383182	189383183	rs10937405	Lung adenocarcinoma	TP63	1.31	7E-12
chr3	189401775	189401776	rs17505102	Acute lymphoblastic leukemia (childhood)	TP63	NR	9E-9
chr3	189401775	189401776	rs17505102	Acute lymphoblastic leukemia (childhood)	TP63	1.47	2E-8
chr3	189645932	189645933	rs710521	Bladder cancer	TP63	1.18	2E-10
chr3	189645932	189645933	rs710521	Urinary bladder cancer	TP63	1.19	6E-8
chr3	189645932	189645933	rs710521	Urinary bladder cancer	TP63	1.19	1E-7
